BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,22-4-601/602.11,**,Food Contact Surfaces Clean,2/24/15 11:21,Pass,2/25/15 8:37,Slicer and can opener with dried up food debris. Clean and sanitize properly.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,22-4-601/602.11,**,Food Contact Surfaces Clean,2/17/15 14:18,Fail,,Slicer and can opener with dried up food debris. Clean and sanitize properly.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2/17/15 14:18,Fail,,Wiping clothes stored soiled on the counters. Store in proper sanitizer solution.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,03-3-501.16,***,Hot Holding,2/24/15 11:21,Pass,2/25/15 8:37,Meatballs 120F. PIC stated have been at that temperature for 45 minutes. PIC reheated to 165F. Maintain at 140F or above.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2/24/15 11:21,Pass,2/25/15 8:37,Wiping clothes stored soiled on the counters. Store in proper sanitizer solution.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,08-3-305-307.11,*,Food Protection,2/17/15 14:18,Fail,,Food containers stored on the floor inside the walk in unit. Elevate 6 inches or above.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
COLLEGE PIZZA,,,Beyaztas,Ali,93571,7/30/13 9:42,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,14-4-202.11,*,Food Contact Surfaces Design,2/17/15 14:18,Fail,,Cutting board at the sandwich station heavily scored. Repaire or replace.,50   Queensberry ST,Boston,MA,2215,156080,"(42.342574, -71.097279)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,14-4-202.11,*,Food Contact Surfaces Design,3/6/15 13:51,Pass,3/6/15 15:19,resurface all worn white cutting boards,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,17-4-204.112/.115,*,Equipment Thermometers,2/24/15 10:09,Fail,,Bar/provide accurate internal thermometer to register 41 degrees or below dishmachine/repair wash gauge,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,17-4-204.112/.115,*,Equipment Thermometers,3/6/15 13:51,Pass,3/6/15 15:19,Bar/provide accurate internal thermometer to register 41 degrees or below dishmachine/repair wash gauge,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,15-4-202.16,*,Non-Food Contact Surfaces,2/24/15 10:09,Fail,,remove foil from all shelving room service/2 door reach in/replace worn door gaskets,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,08-3-305-307.11,*,Food Protection,3/6/15 13:51,Pass,3/6/15 15:19,provide covers to all employee drinks all walk in freezers/properly store all foods 6 inches off floor meat room/remove all employee foods employee cafe/provide dispensing utensil for bread,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,14-4-202.11,*,Food Contact Surfaces Design,2/24/15 10:09,Fail,,resurface all worn white cutting boards,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,42-6-501.113/.114,*,Premises Maintained,2/24/15 10:09,Fail,,bottled water storage area/clean/organize,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,22-4-601/602.11,**,Food Contact Surfaces Clean,2/24/15 10:09,Fail,,meat room/clean/sanitize knives in knife rack hot line/clean sanitize all knives,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,2/24/15 10:09,Fail,,bar/repair soap dispenser meat room/provide employee must wash hands signage kitchen handsinks/provide clear employee must wash hands signage hot line handsink/provide paper towel dispenser employee cafe handsink/provide employee must wash hands signage,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,3/6/15 13:51,Pass,3/6/15 15:19,kitchen/replace all cracked light shields kitchen/repair damaged white walls and wall molding china storage room/replace stained ceiling tiles bakery hot line/replace missing filter,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,15-4-202.16,*,Non-Food Contact Surfaces,3/6/15 13:51,Pass,3/6/15 15:19,remove foil from all shelving room service/2 door reach in/replace worn door gaskets,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,08-3-305-307.11,*,Food Protection,2/24/15 10:09,Fail,,provide covers to all employee drinks all walk in freezers/properly store all foods 6 inches off floor meat room/remove all employee foods employee cafe/provide dispensing utensil for bread,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2/24/15 10:09,Fail,,kitchen/replace all cracked light shields kitchen/repair damaged white walls and wall molding china storage room/replace stained ceiling tiles bakery hot line/replace missing filter,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,3/6/15 13:51,Pass,3/6/15 15:19,bar/repair soap dispenser meat room/provide employee must wash hands signage kitchen handsinks/provide clear employee must wash hands signage hot line handsink/provide paper towel dispenser employee cafe handsink/provide employee must wash hands signage,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,42-6-501.113/.114,*,Premises Maintained,3/6/15 13:51,Pass,3/6/15 15:19,bottled water storage area/clean/organize,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,22-4-601/602.11,**,Food Contact Surfaces Clean,3/6/15 13:51,Pass,3/6/15 15:19,meat room/clean/sanitize knives in knife rack hot line/clean sanitize all knives,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/24/15 10:09,Fail,,clean interior of hot box,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
Colonnade Hotel,,DRUKER,DRUKER,RONALD,18614,2/6/12 13:15,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,23-4-602.13,*,Non-Food Contact Surfaces Clean,3/6/15 13:51,Pass,3/6/15 15:19,clean interior of hot box,120   Huntington AV,Boston,MA,2116,76242,"(42.34551, -71.08107)"
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,29-5-201/02.11,*,Installed and Maintained,2/18/15 13:38,Fail,,Womens restroom extremely odorous. Odor at trap in floor beside toilet.  Plumbing work done in past week at establishment. Repair to eliminate odor,329   HUNTINGTON  AV,Boston,MA,2115,,
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/18/15 13:38,Fail,,1)Shelving below work tables with soils and debris 2)Exterior of  refrigerators with food soils and splashes Clean to remove,329   HUNTINGTON  AV,Boston,MA,2115,,
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/27/15 11:33,Pass,3/2/15 8:17,1)Shelving below work tables with soils and debris 2)Exterior of  refrigerators with food soils and splashes Clean to remove,329   HUNTINGTON  AV,Boston,MA,2115,,
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,29-5-201/02.11,*,Installed and Maintained,2/27/15 11:33,Pass,3/2/15 8:17,Womens restroom extremely odorous. Odor at trap in floor beside toilet.  Plumbing work done in past week at establishment. Repair to eliminate odor,329   HUNTINGTON  AV,Boston,MA,2115,,
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,22-4-601/602.11,**,Food Contact Surfaces Clean,2/18/15 13:38,Fail,,1)Meat slicer with dried on food soils and debris 2)Soda guns ans soda machine with heavy black buildup within nozzels Clean and sanitize with proper frequency,329   HUNTINGTON  AV,Boston,MA,2115,,
CONOR LARKINS GRILL & TAP,,C. WELSH/B.KELLY/J. BUSHN,C. Walsh,,22156,1/24/12 15:00,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Pass,22-4-601/602.11,**,Food Contact Surfaces Clean,2/27/15 11:33,Pass,3/2/15 8:17,1)Meat slicer with dried on food soils and debris 2)Soda guns ans soda machine with heavy black buildup within nozzels Clean and sanitize with proper frequency,329   HUNTINGTON  AV,Boston,MA,2115,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,29-5-201/02.11,*,Installed and Maintained,2/23/15 10:10,Fail,,oak room walk in/repair leak from condensor dishroom/repair leak to handsink,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,36-6-501.11-.12,*,Improper Maintenance of Floors,3/3/15 12:36,Pass,3/3/15 15:46,old bakery walk in/repair worn/damaged floor dishroom/regrout floor as needed,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,3/3/15 12:36,Pass,3/3/15 15:46,oak room kitchen/replace missing filter oak room dishroom/clean white walls to remove mold like substance remove ice bulid up from wall outside of walk in kitchen/clean all stained ceiling tiles pot room/repair loose wall molding,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,29-5-201/02.11,*,Installed and Maintained,3/3/15 12:36,Pass,3/3/15 15:46,oak room walk in/repair leak from condensor dishroom/repair leak to handsink,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,22-4-601/602.11,**,Food Contact Surfaces Clean,3/3/15 12:36,Pass,3/3/15 15:46,remove rusted screws from interior of ice machine panel,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,17-4-204.112/.115,*,Equipment Thermometers,3/3/15 12:36,Fail,,repair gauge to pot washer,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,3/3/15 12:36,Pass,3/3/15 15:46,oak room bar/provide proper wiping cloth solution,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,08-3-305-307.11,*,Food Protection,3/3/15 12:36,Pass,3/3/15 15:46,bar/store all cut fruit on ice or under refrigeration wait station/provide cover to ice bin employee cafe/provide proper food protection,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,23-4-602.13,*,Non-Food Contact Surfaces Clean,3/3/15 12:36,Pass,3/3/15 15:46,oak room/clean interior of 4 door and 2 door continental drawer,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,16-4-501.11/.15,*,Dishwashng Facilities,3/3/15 12:36,Pass,3/3/15 15:46,oak room/upper dishroom/provide proper set up of 3 bay sink repair pot washer,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,12-3--301.11,***,Prevention of Contamination from Hands,3/3/15 12:36,Pass,3/3/15 15:46,oak room bar/observed employee handle cut fruit for drinks with bare hand/provide proper barrier from bare hand contact wait station/observed employee handle breads with bare hands/provide proper training and barriers from bare hand contact,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,10-4.302.11,*,Food Utensil Storage,3/3/15 12:36,Pass,3/3/15 15:46,oak room bar/provide scoop with handle,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,14-4-202.11,*,Food Contact Surfaces Design,3/3/15 12:36,Pass,3/3/15 15:46,resurface/replace all worn white cutting boards,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Filed,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,3/3/15 12:36,Fail,,banquet prep area/replace sink with properly sized handsink,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,10-4.302.11,*,Food Utensil Storage,2/23/15 10:10,Fail,,oak room bar/provide scoop with handle,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,12-3--301.11,***,Prevention of Contamination from Hands,2/23/15 10:10,Fail,,oak room bar/observed employee handle cut fruit for drinks with bare hand/provide proper barrier from bare hand contact wait station/observed employee handle breads with bare hands/provide proper training and barriers from bare hand contact,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2/23/15 10:10,Fail,,oak room kitchen/replace missing filter oak room dishroom/clean white walls to remove mold like substance remove ice bulid up from wall outside of walk in kitchen/clean all stained ceiling tiles pot room/repair loose wall molding,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,16-4-501.11/.15,*,Dishwashng Facilities,2/23/15 10:10,Fail,,oak room/upper dishroom/provide proper set up of 3 bay sink repair pot washer,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,08-3-305-307.11,*,Food Protection,2/23/15 10:10,Fail,,bar/store all cut fruit on ice or under refrigeration wait station/provide cover to ice bin employee cafe/provide proper food protection,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2/23/15 10:10,Fail,,oak room bar/provide proper wiping cloth solution,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,22-4-601/602.11,**,Food Contact Surfaces Clean,2/23/15 10:10,Fail,,remove rusted screws from interior of ice machine panel,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,14-4-202.11,*,Food Contact Surfaces Design,2/23/15 10:10,Fail,,resurface/replace all worn white cutting boards,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/23/15 10:10,Fail,,oak room/clean interior of 4 door and 2 door continental drawer,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,17-4-204.112/.115,*,Equipment Thermometers,2/23/15 10:10,Fail,,oak room bar/provide internal thermometer to 4 door and 2 door continental/2 door pizza  wait station/provide thermometer to 2 door milk,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,2/23/15 10:10,Fail,,oak room bar handsink/provide refill of liquid soap oak room bar/clean all handsinks banquet prep area/replace sink with properly sized handsink room service/provide employee must wash hands signage,138   ST JAMES  AV,Boston,MA,2116,,
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,2/21/12 10:53,12/31/15 23:59,Active,FS,Eating & Drinking,HE_Fail,36-6-501.11-.12,*,Improper Maintenance of Floors,2/23/15 10:10,Fail,,old bakery walk in/repair worn/damaged floor dishroom/regrout floor as needed,138   ST JAMES  AV,Boston,MA,2116,,
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08-3-305-307.11,*,Food Protection,2/24/15 11:04,Fail,,elevate storage off the floor...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,15-4-202.16,*,Non-Food Contact Surfaces,2/24/15 11:04,Fail,,replace all defective door gaskets....seal all worn shelving cabinet...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,15-4-202.16,*,Non-Food Contact Surfaces,3/11/15 12:42,Fail,,replace all defective door gaskets....seal all worn shelving cabinet...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,29-5-201/02.11,*,Installed and Maintained,3/11/15 12:42,Pass,3/12/15 8:40,unclog handsink at prep area...repair leaky faucet at handsink front service area....,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,23-4-602.13,*,Non-Food Contact Surfaces Clean,3/11/15 12:42,Pass,3/12/15 8:40,clean all equipment as needed...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,36-6-501.11-.12,*,Improper Maintenance of Floors,3/11/15 12:42,Pass,3/12/15 8:40,clean floor register and floor inbetween equipment....reseal floor as needed...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,2/24/15 11:04,Fail,,,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,08-3-305-307.11,*,Food Protection,3/11/15 12:42,Fail,,elevate storage off the floor...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,29-5-201/02.11,*,Installed and Maintained,2/24/15 11:04,Fail,,unclog handsink at prep area...repair leaky faucet at handsink front service area....,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,36-6-501.11-.12,*,Improper Maintenance of Floors,2/24/15 11:04,Fail,,replace worn ruuber floor mats.,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,2/24/15 11:04,Fail,,seal or caulk along side 3 compartment sink and wall...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,3/11/15 12:42,Pass,3/12/15 8:40,,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,3/11/15 12:42,Pass,3/12/15 8:40,seal or caulk along side 3 compartment sink and wall...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,36-6-501.11-.12,*,Improper Maintenance of Floors,3/11/15 12:42,Pass,3/12/15 8:40,replace worn ruuber floor mats.,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
Corner Cafe,,FIVE 04 MASSACHUSETTS AVENUE,Duman,Mehmet,28271,1/9/12 11:30,12/31/15 23:59,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,23-4-602.13,*,Non-Food Contact Surfaces Clean,2/24/15 11:04,Fail,,clean all equipment as needed...,502   Massachusetts AV,Roxbury,MA,2118,92267,"(42.3393, -71.07995)"
